varying_param_name,varying_param_value,density_method,RMSE,RW-RMSE,SERA,DW-RMSE,DW-SERA
alpha,2.616816816816817,relevance,2.2576811849299334,2.8884139058254106,2471.7988712192464,2.9679297124558666,3319.2435319189162
alpha,2.616816816816817,denseweight,2.3245065696929355,2.9673400763588154,2608.1540399842233,3.0219046260213953,3507.328248587781
alpha,2.6197197197197197,relevance,2.2925267563710996,2.911208462290227,2511.0723124194838,2.9927402235118095,3394.633355415616
alpha,2.6197197197197197,denseweight,2.3285495612540092,2.9701389039672184,2613.253539424827,3.0309065040088625,3505.225373883806
alpha,2.6226226226226226,relevance,2.3032102476753886,2.9510483723819383,2579.9474093785266,3.044539167223216,3475.349985138156
alpha,2.6226226226226226,denseweight,2.3048603971299615,2.9345236820034537,2551.008987419021,3.008781821127194,3419.2530174287053
alpha,2.6255255255255254,relevance,2.2639685688020386,2.880466188711599,2458.107705131853,2.9677469630683957,3336.97167136529
alpha,2.6255255255255254,denseweight,2.3177793783591443,2.9595213552645925,2594.7049684232065,3.0129698643858904,3470.2773879602573
alpha,2.6284284284284283,relevance,2.2802482955274574,2.9237963336989585,2532.859433459325,3.0082969526654066,3399.4644179790703
alpha,2.6284284284284283,denseweight,2.302716672702953,2.927407240607134,2538.690004980246,2.9887038565672066,3425.3700807657538
alpha,2.631331331331331,relevance,2.2710328370787973,2.897242268158686,2487.2928235198497,2.9892525812571833,3389.969831241918
alpha,2.631331331331331,denseweight,2.3210695102900782,2.9337459221391167,2549.7595015232646,2.988235524875821,3450.3092948361086
alpha,2.6342342342342344,relevance,2.2687753136419997,2.9144777774277593,2516.9235694396352,2.9861324850919324,3362.673590971961
alpha,2.6342342342342344,denseweight,2.3154520178717406,2.9438828968467217,2567.5084482947773,3.003630639918219,3438.5604052058084
alpha,2.6371371371371373,relevance,2.2703283700259194,2.893514446121074,2480.6103639341595,2.979259945853067,3345.470849295057
alpha,2.6371371371371373,denseweight,2.3094197152838287,2.9347727299711375,2551.727303125191,3.001622327952744,3431.043469320231
alpha,2.64004004004004,relevance,2.2557490151327766,2.8834201169409326,2463.263392481956,2.961729105761269,3311.6483940729236
alpha,2.64004004004004,denseweight,2.326141063074121,2.9673000673948726,2608.3521499090352,3.0255785471621373,3511.005081712703
alpha,2.642942942942943,relevance,2.277827852807751,2.9102978430485567,2509.5205566244276,2.9922080365031505,3404.125686761547
alpha,2.642942942942943,denseweight,2.2991754546732173,2.930085847553412,2543.483912912657,2.9954481950839194,3421.76498058976
alpha,2.645845845845846,relevance,2.2611511448125508,2.8280793761823886,2369.887225600902,2.9349990327296847,3294.4812955642597
alpha,2.645845845845846,denseweight,2.318098385594306,2.944555881744696,2568.3724075698306,2.997099352704555,3449.2330885628076
alpha,2.6487487487487487,relevance,2.230910178811168,2.8588224824694546,2421.494707894811,2.938193756929037,3245.7030552344204
alpha,2.6487487487487487,denseweight,2.316564984841908,2.95994809641676,2595.417127873672,3.0179076218446155,3477.14621885926
alpha,2.6516516516516515,relevance,2.2720508055118143,2.910265252876484,2509.516168724562,2.997557198212921,3359.2748150215652
alpha,2.6516516516516515,denseweight,2.325788559924487,2.9722514979713446,2617.05679643535,3.026963733718902,3503.61567688267
alpha,2.6545545545545544,relevance,2.291943633472171,2.9306027169228948,2544.5955838164004,3.012770964691757,3409.4397534915956
alpha,2.6545545545545544,denseweight,2.3021512199304173,2.933079874060393,2548.3787881980147,2.996359589220377,3411.475921014535
alpha,2.6574574574574577,relevance,2.298018443818979,2.9285977004986754,2541.603622705028,3.0235318324709857,3440.1189758563123
alpha,2.6574574574574577,denseweight,2.329959322462264,2.9505461478535944,2578.6448992062037,3.0080659796952394,3469.796946679081
alpha,2.6603603603603605,relevance,2.283103522162748,2.917604319645686,2522.143935745758,2.992353789809823,3351.3411556107417
alpha,2.6603603603603605,denseweight,2.310858064640105,2.957625071553014,2591.5471852381233,3.0145228552432806,3460.2236419429482
alpha,2.6632632632632633,relevance,2.2575122252585476,2.874873350118542,2448.898253299702,2.9636727911624,3303.639989219466
alpha,2.6632632632632633,denseweight,2.3453010796706653,2.980538294618269,2631.477758254487,3.0434796096590118,3548.8119644326866
alpha,2.666166166166166,relevance,2.2532497433315917,2.8987744515295213,2489.5514525062695,2.967762546675049,3298.20691639782
alpha,2.666166166166166,denseweight,2.3068747846935596,2.93838898267575,2557.6275494705224,3.0079064555252226,3428.914571713559
alpha,2.669069069069069,relevance,2.263325241538394,2.8789584856134884,2455.9659090370133,2.9584270344055974,3284.6615154488763
alpha,2.669069069069069,denseweight,2.3299780512561514,2.9622493267762335,2599.5283546021146,3.0231225012434475,3506.6969261223417
alpha,2.671971971971972,relevance,2.2481462799840006,2.868548384526098,2438.1732129915163,2.9428514572667255,3248.9107668524102
alpha,2.671971971971972,denseweight,2.301064621000453,2.931819985155398,2546.494769899875,2.9893575139170316,3407.937472320029
alpha,2.6748748748748747,relevance,2.2760058297757753,2.8804272798377424,2458.3350670889467,2.9769327281584324,3364.876576915078
alpha,2.6748748748748747,denseweight,2.314134539693286,2.9526516945586114,2582.7012173858366,3.009023145952238,3454.442388743349
alpha,2.6777777777777776,relevance,2.2834777036503495,2.914137525951841,2515.951343120421,3.0009480700307956,3396.617004795009
alpha,2.6777777777777776,denseweight,2.305778827216664,2.9395534961575143,2559.913335873266,3.000384827473783,3439.5039266370054
alpha,2.680680680680681,relevance,2.2641926604039586,2.8839541719908217,2464.426962300761,2.9552096827344725,3302.952357566426
alpha,2.680680680680681,denseweight,2.2948455375176713,2.9216868401624714,2528.8158862797163,2.9842366865102963,3384.3989650142844
alpha,2.6835835835835837,relevance,2.273884587832203,2.911961743234615,2512.449180437136,2.9886261153810216,3388.3884454587114
alpha,2.6835835835835837,denseweight,2.3271682418412416,2.9766629584520676,2624.7514341205047,3.02868991198088,3507.7829220355916
alpha,2.6864864864864866,relevance,2.262467901110988,2.879843029882407,2457.0257295087185,2.9607204888384997,3302.841069145722
alpha,2.6864864864864866,denseweight,2.3031594336513552,2.9341516154985845,2550.574913663148,2.9960853489121626,3424.067480680245
alpha,2.6893893893893894,relevance,2.260930862329685,2.908703959533479,2506.5583944762675,2.9815216366324493,3344.351525745147
alpha,2.6893893893893894,denseweight,2.3128284849348004,2.9466229454701516,2572.020233460227,3.004484400791006,3459.802925918774
alpha,2.6922922922922923,relevance,2.2637463635425488,2.9101759803765757,2509.496224498088,2.9944783542533164,3370.3727904103343
alpha,2.6922922922922923,denseweight,2.3379377160905466,2.9805216741958667,2631.6326620861505,3.0388101600489428,3530.4700073444214
alpha,2.695195195195195,relevance,2.2605637327542607,2.879967654765144,2457.3894917666494,2.945516637017757,3281.182234718605
alpha,2.695195195195195,denseweight,2.3196425497194157,2.9620826462403396,2599.209051805117,3.008968469867745,3466.6171302872226
alpha,2.698098098098098,relevance,2.2835825983289055,2.9218476701603953,2529.3833210834587,3.0005822005749057,3399.9700617108742
alpha,2.698098098098098,denseweight,2.3094456426796692,2.9279086502927147,2539.6442783538223,2.989249844642636,3430.6022824075617
alpha,2.701001001001001,relevance,2.2801671087071127,2.8941553151672736,2481.7024618004734,2.972078353051403,3347.418884524777
alpha,2.701001001001001,denseweight,2.3069612781821838,2.934841665300365,2551.616712850418,3.0019439168885604,3433.799255855798
alpha,2.7039039039039037,relevance,2.2707369674403495,2.8644593077950176,2430.352021973491,2.928371236326148,3275.9986597500665
alpha,2.7039039039039037,denseweight,2.3352427145280457,2.948888475137157,2576.172255544763,2.997691224838113,3481.8373453787117
alpha,2.706806806806807,relevance,2.26707113852146,2.92654545271851,2537.509484213113,3.003780163738137,3352.7766480654473
alpha,2.706806806806807,denseweight,2.334451397101902,2.9826545875077617,2635.476334347115,3.0372518320219717,3533.8126108023403
alpha,2.70970970970971,relevance,2.2560762129520824,2.8975729149148886,2487.4116602605436,2.9734377848983904,3328.3305053550544
alpha,2.70970970970971,denseweight,2.3271016698660274,2.9545953493362047,2586.106632561858,3.0162337519309452,3477.4771524225926
alpha,2.7126126126126127,relevance,2.2720331147847097,2.9082003265644243,2505.8432997059826,2.9830581689332276,3379.221701013063
alpha,2.7126126126126127,denseweight,2.3072076632005833,2.9563069038138843,2589.0182706956566,3.016611149795692,3470.4025242311977
alpha,2.7155155155155155,relevance,2.2543064072734462,2.8702273336876822,2440.460004843734,2.945035689895347,3259.8470290151777
alpha,2.7155155155155155,denseweight,2.2974692668240944,2.911421074739881,2511.0349907061172,2.9850646344937166,3400.212981478939
alpha,2.7184184184184184,relevance,2.281948363266131,2.895509899520099,2483.8414754465916,2.9645384762919815,3337.6893886155135
alpha,2.7184184184184184,denseweight,2.3156685452440744,2.9395366884531184,2560.0741859199475,3.002028588621857,3454.01228767212
alpha,2.721321321321321,relevance,2.295260504044346,2.9038157262654183,2498.357955204038,2.9823156662035095,3369.784521345484
alpha,2.721321321321321,denseweight,2.319119844824438,2.94219855277502,2564.1585952543082,3.003887186435174,3460.958292593484
alpha,2.724224224224224,relevance,2.25876151068623,2.8964930508707782,2485.7555788003237,2.9756146230918943,3326.8712935410567
alpha,2.724224224224224,denseweight,2.303191749900595,2.9288686754079585,2541.1659924193523,2.995878538358362,3423.0107711056753
alpha,2.727127127127127,relevance,2.273962313470734,2.8964425360511505,2485.5848328285256,2.96869039981956,3340.7462486350964
alpha,2.727127127127127,denseweight,2.306085764644058,2.9328638918682377,2548.2379999628574,2.9970797034196566,3427.2897145065695
alpha,2.73003003003003,relevance,2.2626214864357403,2.8785192829627935,2454.4964493354396,2.959513184552633,3305.5843464969435
alpha,2.73003003003003,denseweight,2.3015152020022396,2.951151485108318,2580.0304094370617,3.011306062421747,3439.8103140846015
alpha,2.732932932932933,relevance,2.261398428768334,2.873789823931637,2447.425198184201,2.9464146160611544,3281.0097004145587
alpha,2.732932932932933,denseweight,2.328380489222028,2.9787272819238133,2628.348397755119,3.037206025478371,3522.706156076712
alpha,2.735835835835836,relevance,2.279262719017629,2.8948964588947823,2483.164174726177,2.967189282890803,3346.883906927537
alpha,2.735835835835836,denseweight,2.3137584181780166,2.9471162329268568,2572.78108255813,3.0090865567273495,3452.063283135731
alpha,2.7387387387387387,relevance,2.292269062416998,2.8942189861891667,2481.94032405164,2.97486843832854,3359.618829105951
alpha,2.7387387387387387,denseweight,2.307680409976638,2.9444973429676145,2568.3182832529224,3.002283575167155,3436.566119420588
alpha,2.7416416416416416,relevance,2.2503169750815473,2.861170052702664,2425.6189905258334,2.9314887920615744,3264.02170366579
alpha,2.7416416416416416,denseweight,2.312237768021399,2.9497957762318974,2577.5185704639025,3.0101741416655043,3471.4276143868656
alpha,2.7445445445445444,relevance,2.297297096320363,2.928607431510508,2541.378943994745,2.993345565145103,3413.7761722970818
alpha,2.7445445445445444,denseweight,2.313397952830998,2.967480899386716,2608.7383903430928,3.023618758336171,3477.728415436917
alpha,2.7474474474474473,relevance,2.26542254300661,2.8806629633244722,2459.077334603584,2.961936605357906,3303.6714140606314
alpha,2.7474474474474473,denseweight,2.3170515453214677,2.946732214302247,2572.309296915077,3.008445538941607,3463.649438681247
alpha,2.75035035035035,relevance,2.256395008150469,2.8997569921040487,2491.468929224549,2.96406497374439,3314.188154814534
alpha,2.75035035035035,denseweight,2.329822816274251,2.96144265099183,2598.0425232953944,3.0174173021411486,3488.737936493709
alpha,2.7532532532532534,relevance,2.2563659284854074,2.86833509603306,2437.72923531502,2.946925669980477,3272.063781519081
alpha,2.7532532532532534,denseweight,2.3129287580106404,2.9422425117635176,2564.546876609938,3.0069429639922878,3450.75454453707
alpha,2.7561561561561563,relevance,2.251251723772296,2.8610333436414064,2425.123459094478,2.9284625401416537,3257.7974778339544
alpha,2.7561561561561563,denseweight,2.326775879188755,2.9664574613382784,2606.8449308518952,3.0244430186604996,3505.1767070942838
alpha,2.759059059059059,relevance,2.280241176357943,2.890889940303366,2475.888255429923,2.973422052177527,3329.7900839071
alpha,2.759059059059059,denseweight,2.318764695001739,2.956451773204346,2589.389150339646,3.016466496447124,3471.0402301678973
alpha,2.761961961961962,relevance,2.269137995120709,2.8805301984075373,2458.28896428585,2.959373723329281,3302.2116027450397
alpha,2.761961961961962,denseweight,2.3347436043285086,2.9729000020898146,2618.253733451784,3.0356754619602793,3505.881565690171
alpha,2.764864864864865,relevance,2.259417983156879,2.857169474597775,2418.6709247360614,2.939045046268815,3267.7473088529396
alpha,2.764864864864865,denseweight,2.323706742191916,2.9652228375305656,2604.6931092729383,3.022060674516244,3497.3246549285377
alpha,2.7677677677677677,relevance,2.2991138715131654,2.9320611438805155,2546.969553107422,3.019711033920735,3439.7570653877183
alpha,2.7677677677677677,denseweight,2.3132623465080546,2.9644237382454595,2603.2451041078452,3.0181278713742423,3479.798512741472
alpha,2.7706706706706705,relevance,2.2618923562711504,2.8531041635665213,2411.505309007752,2.9261192329779893,3247.799905726582
alpha,2.7706706706706705,denseweight,2.3192974817153957,2.9320243589590387,2546.6756684719826,2.999686163705987,3436.795066485757
alpha,2.7735735735735734,relevance,2.2731343077323967,2.8955123063670536,2484.4037883854153,2.9731245244492337,3344.487680875996
alpha,2.7735735735735734,denseweight,2.3094774340003985,2.9621537626828136,2599.3893252649677,3.0167550716165237,3467.185075476974
alpha,2.7764764764764767,relevance,2.219168785149334,2.854745172878266,2414.8667884053602,2.9274755186722654,3228.2524164476818
alpha,2.7764764764764767,denseweight,2.307511565607493,2.9383203757562844,2557.52515687493,2.9948293402129864,3436.9237084409933
alpha,2.7793793793793795,relevance,2.265793087699104,2.9213085585028957,2528.5057404014447,2.981946475344811,3344.9559090498024
alpha,2.7793793793793795,denseweight,2.320314123088812,2.9580583052777407,2592.302089138618,3.0163277924830587,3495.8725465901794
alpha,2.7822822822822824,relevance,2.267356553165873,2.915940343296821,2519.3355709221332,2.9807831663147666,3342.49182167939
alpha,2.7822822822822824,denseweight,2.315737826042064,2.942694720086096,2565.2340494155073,3.000137241408683,3447.489790876426
alpha,2.785185185185185,relevance,2.238167540330939,2.8816071952846136,2460.28665338265,2.9568303130162943,3285.3291451789155
alpha,2.785185185185185,denseweight,2.330168401572495,2.9708441854443595,2614.4987808406086,3.032652262006573,3513.8989689051773
alpha,2.788088088088088,relevance,2.2475244367928573,2.8825962150307207,2461.935897146176,2.959788986868563,3291.892601670797
alpha,2.788088088088088,denseweight,2.309485603872353,2.9458668647674777,2570.896606003509,3.0112454245219618,3467.462401961546
alpha,2.790990990990991,relevance,2.2719189475446226,2.878113301256675,2454.5509665068066,2.9488915803662636,3310.3473073600944
alpha,2.790990990990991,denseweight,2.3083709622050765,2.942391122639581,2564.614724200553,3.007335636323468,3432.8925074234226
alpha,2.7938938938938938,relevance,2.255623147012428,2.9283948210374797,2540.743837712699,2.9894868200909044,3353.949097478468
alpha,2.7938938938938938,denseweight,2.3067941514983175,2.9239733735798037,2532.7729673659364,2.9925272308188307,3428.672011372229
alpha,2.7967967967967966,relevance,2.2777575806513233,2.908473196480583,2506.8063092523257,2.9629343763470537,3340.2362544271145
alpha,2.7967967967967966,denseweight,2.3080296033811867,2.9479216163363926,2574.2390799219374,3.002534503386815,3437.778073823564
alpha,2.7996996996997,relevance,2.2855939581389126,2.9052830681721997,2500.720113519696,2.974629913808478,3363.6473540025177
alpha,2.7996996996997,denseweight,2.301662887125986,2.925909368145855,2536.000820864785,2.9978176658284625,3402.9745436317166
alpha,2.8026026026026027,relevance,2.23834452429431,2.842800383778958,2394.5681415395948,2.915778058642054,3216.622006374912
alpha,2.8026026026026027,denseweight,2.2990972399648575,2.920875685119361,2527.4702841878193,2.9828514417242986,3398.9198015929446
alpha,2.8055055055055056,relevance,2.238699403618925,2.8674828833302106,2436.09147240156,2.937848134551434,3259.8815983586524
alpha,2.8055055055055056,denseweight,2.328701856500541,2.969395422822615,2612.1312447362966,3.014380830166981,3509.717968114697
alpha,2.8084084084084084,relevance,2.2564657280962432,2.8805420672430193,2458.5169290693552,2.950441332801022,3309.5645768442646
alpha,2.8084084084084084,denseweight,2.3143396217472434,2.9469154958354458,2572.334624879163,3.00837529221454,3460.217260629838
alpha,2.8113113113113113,relevance,2.2830609847415797,2.925101214434688,2535.098204477425,2.998362833816266,3378.491883588738
alpha,2.8113113113113113,denseweight,2.329476574344927,2.972619659639304,2617.591536625944,3.020860112984459,3486.990330168273
alpha,2.814214214214214,relevance,2.2829617008942553,2.9237128224621265,2532.5412947329555,2.9868899626683802,3390.8220003068072
alpha,2.814214214214214,denseweight,2.3256087861716326,2.9680137322106903,2609.5768998070157,3.035696217469427,3527.414049564239
alpha,2.817117117117117,relevance,2.2682869190375765,2.905854086013782,2501.749729892008,2.9596881042697385,3308.774767902026
alpha,2.817117117117117,denseweight,2.3073623355842114,2.9494495651518307,2577.096619650515,3.0052763754510097,3446.301255310738
alpha,2.82002002002002,relevance,2.2910570108362447,2.937960485147981,2557.3952590480417,3.00539407119611,3415.3863726126506
alpha,2.82002002002002,denseweight,2.3031333645150456,2.9343680123976483,2550.4468649614755,2.9934194861178853,3409.2063866341246
alpha,2.822922922922923,relevance,2.2857448400679425,2.9189664892925946,2524.6306312926513,2.970199916567139,3388.925735865259
alpha,2.822922922922923,denseweight,2.3116575708913265,2.936269060709507,2554.0826529376427,2.9997785455462926,3442.7167450861966
alpha,2.825825825825826,relevance,2.2822959709149977,2.9232477308077858,2531.695421441237,2.993904251233796,3375.5042717607103
alpha,2.825825825825826,denseweight,2.3202794802289817,2.9450191690343734,2569.5227958579017,3.007297133789984,3467.7142475582064
alpha,2.828728728728729,relevance,2.2363706450341465,2.8628361801600604,2428.628832405049,2.925133505105573,3253.866352854337
alpha,2.828728728728729,denseweight,2.3174677664391647,2.941091910208843,2562.4019043611647,3.0010231336089546,3450.050648038535
alpha,2.8316316316316317,relevance,2.292605124862381,2.917025149607004,2521.016784887078,2.9933460903484423,3364.5176598388834
alpha,2.8316316316316317,denseweight,2.321668767364081,2.9558833556587905,2588.1646336474587,3.020837297569447,3477.9113098697317
alpha,2.8345345345345345,relevance,2.2580790786098808,2.9187425543466,2524.2652657120966,2.9956508703267426,3361.4056544326136
alpha,2.8345345345345345,denseweight,2.3101248501133314,2.944617520629386,2568.4390213433066,3.0039016855636946,3454.513605410485
alpha,2.8374374374374374,relevance,2.263648684376062,2.909303461997973,2508.0918042750773,2.9799823724750927,3337.2649520324744
alpha,2.8374374374374374,denseweight,2.3224165177108813,2.975425693415271,2622.6573016200814,3.033711418181034,3501.630026035383
alpha,2.84034034034034,relevance,2.2741973054182254,2.9230380822292794,2531.2798785354266,2.999799778600825,3364.2964920104514
alpha,2.84034034034034,denseweight,2.3204446184677305,2.9666554122101885,2607.1646782977505,3.0243092574002146,3487.298417145432
alpha,2.843243243243243,relevance,2.2613920573829254,2.910808757284348,2510.1202767586356,2.9872946678550214,3329.8360869181806
alpha,2.843243243243243,denseweight,2.309792450253771,2.9462000961215837,2571.4278266219226,3.0114645422212836,3452.3451774480413
alpha,2.846146146146146,relevance,2.248144885791008,2.8875364442457174,2470.700686436278,2.961389298266339,3295.20988171684
alpha,2.846146146146146,denseweight,2.3133674795864363,2.9432128723788686,2566.1058827541906,3.0046278390859698,3447.270579261664
alpha,2.849049049049049,relevance,2.251020709534165,2.8847633906533434,2465.7268567006263,2.9544256773123507,3276.6304207979856
alpha,2.849049049049049,denseweight,2.315837657793082,2.9496392409304852,2577.5045110688206,3.011080860599244,3468.5473056108985
alpha,2.851951951951952,relevance,2.257079063723283,2.876205385554903,2450.9892006966156,2.9473350960205633,3296.731593561985
alpha,2.851951951951952,denseweight,2.3075703926613333,2.9492212310453594,2576.644520675066,3.0026527318828573,3454.383851708724
alpha,2.854854854854855,relevance,2.261235041593817,2.889587774443799,2473.895806131731,2.9686190094431173,3309.7420158339805
alpha,2.854854854854855,denseweight,2.312680792831421,2.950180941849616,2578.3130882098176,3.010219229044618,3459.905693297271
alpha,2.8577577577577578,relevance,2.2719313741856135,2.91206005832737,2512.480851569263,2.981234097912453,3360.563039881534
alpha,2.8577577577577578,denseweight,2.3188920328682165,2.943721462288742,2566.968785755679,2.9970480255942626,3452.898549149903
alpha,2.8606606606606606,relevance,2.2588181500951574,2.875512295619149,2449.7421616158495,2.9486562167767656,3283.3334364729208
alpha,2.8606606606606606,denseweight,2.3176828372419362,2.9447631871674043,2568.8315714698806,3.005262287743288,3464.5245106221214
alpha,2.8635635635635635,relevance,2.2544861597338954,2.8771944532651452,2452.4414500827215,2.939655160268508,3269.6309639320907
alpha,2.8635635635635635,denseweight,2.34865005108985,2.9975697749231784,2661.7785659919523,3.0531293754262117,3580.128065314543
alpha,2.8664664664664663,relevance,2.249514823134035,2.851910530179685,2409.7992358185797,2.9326484294007935,3250.839311964604
alpha,2.8664664664664663,denseweight,2.314148175336992,2.9574535595513773,2590.861637225754,3.0154572031799263,3470.5794476009946
alpha,2.869369369369369,relevance,2.251819585577844,2.8829835878918706,2462.771270090748,2.9609974920988065,3295.344708789772
alpha,2.869369369369369,denseweight,2.319035892704181,2.9424780120696163,2564.984123151562,3.0020898657716204,3461.5609695224725
alpha,2.8722722722722724,relevance,2.2674297567636623,2.905654462555721,2501.4555238428516,2.9765764497197265,3342.996106477276
alpha,2.8722722722722724,denseweight,2.309470916155356,2.9383837460375393,2557.840851974398,3.004756027104797,3438.3593579004114
alpha,2.8751751751751753,relevance,2.2944720097289406,2.964790746490173,2604.001926442681,3.0276405193708142,3452.0498100637137
alpha,2.8751751751751753,denseweight,2.3157759811223673,2.971689963936441,2615.8328252391493,3.027070964185683,3491.7446790652893
alpha,2.878078078078078,relevance,2.286496533668156,2.9367964408806806,2555.224159655732,3.0006200328129213,3403.250407263735
alpha,2.878078078078078,denseweight,2.31593416055832,2.9482185604131965,2574.778456240635,3.011532624331292,3462.236927012447
alpha,2.880980980980981,relevance,2.272759973230464,2.936878933223256,2555.5598359659616,3.007807761158712,3378.8638000854503
alpha,2.880980980980981,denseweight,2.3113684697606667,2.9485841910154726,2575.517235934517,3.0052688747803944,3454.6039100945923
alpha,2.883883883883884,relevance,2.2583925843285644,2.9231888415266707,2532.2130493361237,3.00066458233625,3367.9507521435135
alpha,2.883883883883884,denseweight,2.3227703422485466,2.9655111065644726,2605.3315205297695,3.026998199465976,3490.834244213516
alpha,2.8867867867867867,relevance,2.268139661321832,2.907630648223346,2504.798018031392,2.9833572970236477,3335.950674512147
alpha,2.8867867867867867,denseweight,2.3162598912760166,2.951813717968381,2581.2863815699566,3.0161242289797086,3475.180971659753
alpha,2.8896896896896895,relevance,2.272724843262423,2.9206393468755802,2527.331606271294,2.999629494276695,3391.1787881725313
alpha,2.8896896896896895,denseweight,2.307210393112193,2.9534461305233943,2584.028213302214,3.008705584273122,3451.6314614221324
alpha,2.8925925925925924,relevance,2.251987283612381,2.88643246459535,2468.646945914005,2.9521939680786784,3281.5529391649893
alpha,2.8925925925925924,denseweight,2.308644668605067,2.945769894389842,2570.681693984333,3.0055649842213072,3451.0508099706317
alpha,2.8954954954954957,relevance,2.2627841773549755,2.8761001147541547,2450.7062985244725,2.9546796533281716,3293.766982575057
alpha,2.8954954954954957,denseweight,2.3377907823525645,2.970353221519575,2613.7407886466362,3.031641180012632,3525.50555838782
alpha,2.8983983983983985,relevance,2.2421893383325897,2.8660067086058176,2433.5786481973746,2.9250265371351394,3249.4864013095153
alpha,2.8983983983983985,denseweight,2.325831430467364,2.9619831371795593,2598.9509139871934,3.0153270578404863,3477.6606918023226
alpha,2.9013013013013014,relevance,2.294412298571047,2.9154958844792147,2518.8035450760694,3.0036241866332687,3431.139714854706
alpha,2.9013013013013014,denseweight,2.3080473493572238,2.943389397493919,2566.3741783551873,2.998720695225091,3439.8862747798034
alpha,2.904204204204204,relevance,2.2556156538381593,2.891864457253191,2477.931781494571,2.9629545874980012,3308.1524347118984
alpha,2.904204204204204,denseweight,2.3216339902393726,2.964154281969239,2602.8175734049883,3.023182974371703,3501.0179918717054
alpha,2.907107107107107,relevance,2.288643327535417,2.918146059907429,2523.099392612636,2.992581408209086,3387.5487848283947
alpha,2.907107107107107,denseweight,2.308792294938935,2.9347163201111695,2551.3218776603153,2.990669250310368,3422.725285683315
alpha,2.91001001001001,relevance,2.2623507571716592,2.8957343362782404,2484.4197165003484,2.9558142256591866,3319.197475703071
alpha,2.91001001001001,denseweight,2.3121880759611195,2.9504579133384596,2578.844141704312,3.010336950675557,3465.101343236109
alpha,2.9129129129129128,relevance,2.250702607042271,2.8722112839582916,2444.130716620068,2.9427567705467017,3270.2663463856993
alpha,2.9129129129129128,denseweight,2.3412666302907192,2.9653001875574483,2604.501648889736,3.0126906137949936,3515.0860986481403
alpha,2.9158158158158156,relevance,2.261397702895289,2.9064757196023105,2503.1131406461154,2.9748493545503902,3330.9945371209437
alpha,2.9158158158158156,denseweight,2.306153583376229,2.9374062273914396,2556.0119447510165,3.0026281284181846,3441.606205860107
alpha,2.918718718718719,relevance,2.2981851984501636,2.9582025832462304,2592.915859141521,3.0302100671926215,3462.0172049331663
alpha,2.918718718718719,denseweight,2.334294162216952,2.972680534536638,2617.727969365216,3.031311758532686,3507.3790627158346
alpha,2.9216216216216218,relevance,2.2984900784124367,2.929880870771553,2543.2255063122207,3.0088875642376944,3422.3117292181582
alpha,2.9216216216216218,denseweight,2.347671772340372,2.9914721192937077,2651.0213767715236,3.041009895227618,3552.9997661612388
alpha,2.9245245245245246,relevance,2.2879442159433827,2.92549211063649,2535.837782797486,2.998453410082702,3401.477699300856
alpha,2.9245245245245246,denseweight,2.323207619841831,2.950893699034347,2579.649445787227,3.0160459326626556,3478.6006698034257
alpha,2.9274274274274275,relevance,2.2630717771434097,2.8955243283537144,2483.9948073407163,2.9761825312993033,3329.157177324219
alpha,2.9274274274274275,denseweight,2.315890006200692,2.954133885794943,2585.273466959871,3.0135570188142187,3483.5208281467335
alpha,2.9303303303303303,relevance,2.2832038088424182,2.920569953277968,2527.151286182337,2.9909901483980117,3375.2731515698433
alpha,2.9303303303303303,denseweight,2.322940384385978,2.9503270440115066,2578.5358881116763,3.006306713964477,3468.7994820773997
alpha,2.933233233233233,relevance,2.2742010461034456,2.9130741565433365,2514.470007007527,2.976780835492451,3364.2559264156257
alpha,2.933233233233233,denseweight,2.3287834084664545,2.958178651619601,2592.2517001414963,3.0162875769761057,3483.0653664467554
alpha,2.936136136136136,relevance,2.2775948256780842,2.903983504021418,2498.5647543613954,2.9814068472701827,3354.9817157048274
alpha,2.936136136136136,denseweight,2.3121863130778553,2.947490825722137,2573.519491370311,3.0017902309361646,3453.342359420919
alpha,2.939039039039039,relevance,2.2691900233176847,2.910781901842814,2510.3416115375303,2.985660070405295,3335.712866001898
alpha,2.939039039039039,denseweight,2.300693078658336,2.945277934928425,2569.5811363134167,2.9973549189321607,3414.7165796371496
alpha,2.941941941941942,relevance,2.262932849358064,2.912482938260403,2513.2511924784512,2.9816292139530103,3338.336656470938
alpha,2.941941941941942,denseweight,2.3252723458905877,2.9583880525900255,2592.7424151499345,3.014285576048064,3487.036521271129
alpha,2.944844844844845,relevance,2.287404423572817,2.9404152887736545,2561.617117922702,3.0174476049721233,3424.828826077294
alpha,2.944844844844845,denseweight,2.3361421288478676,2.9713746604398796,2615.507586380792,3.0251550549148183,3517.043683817177
alpha,2.947747747747748,relevance,2.254686884318964,2.8898708985121675,2474.1935117554713,2.9696208818456675,3309.8030210997013
alpha,2.947747747747748,denseweight,2.31313650969914,2.9432999278077427,2566.1904131992706,3.0001269282857095,3439.2314185614764
alpha,2.9506506506506507,relevance,2.258822267933136,2.923158751146579,2531.976017425377,2.990878651469922,3366.621075767651
alpha,2.9506506506506507,denseweight,2.29827703840362,2.930156369588901,2543.479921774615,2.987983124992982,3418.8939646953067
alpha,2.9535535535535535,relevance,2.274363891595334,2.908401099899294,2506.0988684316776,2.9949899373185236,3364.859226392699
